,word,counts
4769,trombones,2
4770,ancient,28
4771,expansive,6
4772,star-shaped,3
4773,speakers,15
4774,controls,24
4775,cuffs,6
4776,sizable,3
4777,dx,1
4778,gaming,5
4779,console,8
4780,violins,26
4781,cellos,5
4782,backdoor,1
4783,boss,11
4784,mechanic,19
4785,shined,17
4786,demonstrators,4
4787,hear,23
4788,grievances,1
4789,oppression,1
4790,brutality,1
4791,waterski,7
4792,did,8
4793,neckless,1
4794,tie-dyed,6
4795,tiller,2
4796,las,8
4797,vegas,12
4798,casino,41
4799,swallowed,1
4800,controlled,12
4801,fill,33
4802,canal,42
4803,synchronized,31
4804,routines,9
4805,participate,65
4806,crowds,40
4807,pennsylvania,1
4808,innertube,31
4809,note,28
4810,drag,46
4811,manually,3
4812,turns,65
4813,vintage,33
4814,exterior,16
4815,lurching,1
4816,bass,100
4817,headgear,26
4818,combat,20
4819,zebra,18
4820,overboard,1
4821,conference,92
4822,interacting,57
4823,presentation,156
4824,retirement,3
4825,active,17
4826,strapped,51
4827,tether,10
4828,hooked,19
4829,south,35
4830,africa,13
4831,megaphone,30
4832,afl,1
4833,premiership,1
4834,johannesburg,1
4835,loudspeaker,8
4836,parts,27
4837,broiling,1
4838,unfolding,3
4839,events,6
4840,35,3
4841,millimeter,1
4842,guards,45
4843,agility,21
4844,robot,26
4845,high-fiving,5
4846,high-fives,10
4847,rock-climbing,8
4848,attendees,12
4849,randomly,2
4850,shared,6
4851,typing,27
4852,tipping,6
4853,burro,2
4854,slender,16
4855,zip,19
4856,propelled,4
4857,dragged,5
4858,lands,33
4859,dart,15
4860,target,57
4861,darts,14
4862,ethnicities,7
4863,calculate,1
4864,route,14
4865,frosting,12
4866,got,42
4867,workmen,27
4868,picked,14
4869,peering,43
4870,oranges,46
4871,butterfly,57
4872,free,83
4873,harbor,44
4874,glares,3
4875,docks,7
4876,piza,1
4877,pisa,3
4878,italy,11
4879,roulette,6
4880,bushy,10
4881,giggles,3
4882,manages,1
4883,shaving,141
4884,sharpen,1
4885,carving,93
4886,spinner,5
4887,tents,94
4888,milling,23
4889,depicting,23
4890,lunged,1
4891,falls,87
4892,bathingsuit,1
4893,causing,8
4894,youthfully,1
4895,spilling,4
4896,kitchenaid,16
4897,conducting,34
4898,explaining,29
4899,toast,25
4900,wineglass,19
4901,condiment,2
4902,squeezing,16
4903,gold-colored,2
4904,honey,1
4905,food-serving,1
4906,flames,36
4907,sauce,12
4908,flame-themed,1
4909,affair,2
4910,purchase,40
4911,representatives,3
4912,tomato,19
4913,sauces,1
4914,inspects,40
4915,explains,11
4916,showroom,7
4917,eyebrows,10
4918,knocks,4
4919,sheep,116
4920,goat,50
4921,lamb,10
4922,intricate,19
4923,fine,14
4924,lanyard,8
4925,mass-transit,1
4926,curl,4
4927,surfs,65
4928,whiteboard,24
4929,oppsite,1
4930,arguing,7
4931,league,33
4932,fiddling,7
4933,twists,2
4934,wiring,4
4935,handling,47
4936,mostly,102
4937,confused,21
4938,leis,7
4939,stripes,109
4940,furiously,5
4941,secluded,6
4942,vast,20
4943,blondish,1
4944,difficulties,3
4945,crafts,71
4946,projects,14
4947,occupying,2
4948,tavern,5
4949,smash,6
4950,dust,72
4951,busting,1
4952,crouching,81
4953,proudly,18
4954,array,23
4955,pastries,21
4956,cupcakes,15
4957,dessert,23
4958,viewed,22
4959,listing,4
4960,northern,4
4961,michigan,6
4962,tablecloths,6
4963,tasting,10
4964,spiking,8
4965,patrolling,10
4966,seagulls,40
4967,flock,39
4968,showcase,3
4969,adding,13
4970,appliances,4
4971,whine,3
4972,counters,6
4973,14,8
4974,runners,205
4975,cancer,11
4976,survivors,2
4977,cure,11
4978,interesting,55
4979,knob,3
4980,closet,2
4981,tigger,3
4982,my,31
4983,drops,17
4984,height,26
4985,unidentified,17
4986,crisp,8
4987,apple,87
4988,orchard,2
4989,wife,48
4990,green-colored,2
4991,relative,3
4992,function,16
4993,tracksuit,27
4994,lemons,11
4995,press,14
4996,squeezed,2
4997,lemonade,10
4998,catered,2
4999,dip,7
5000,trunk,73
5001,peek,8
5002,cot,4
5003,ill,3
5004,touched,6
5005,wrapping,27
5006,obstacles,18
5007,hurdle,128
5008,spaniel,6
5009,clears,14
5010,nun,46
5011,frisked,1
5012,patted,1
5013,tsa,1
5014,agent,2
5015,civilian,12
5016,searched,1
5017,homeland,2
5018,searches,11
5019,radio,42
5020,paraphernalia,5
5021,recording,38
5022,reeling,3
5023,gelled,1
5024,wrist,21
5025,attacking,10
5026,ninja,12
5027,strikes,30
5028,masked,21
5029,suitcases,19
5030,chins,3
5031,ponder,1
5032,seriously,11
5033,average,5
5034,perplexed,7
5035,90-year-old,1
5036,0,2
5037,90th,2
5038,renovations,4
5039,handyman,2
5040,installs,2
5041,mercedes,7
5042,changing,18
5043,present,73
5044,carelessly,1
5045,aisles,2
5046,random,25
5047,awnings,8
5048,bonfire,16
5049,cups,89
5050,hoisted,10
5051,lowered,13
5052,handles,28
5053,recreational,10
5054,fit,33
5055,plum-colored,3
5056,concentric,3
5057,circles,18
5058,swirl,2
5059,goats,23
5060,tanks,13
5061,specific,7
5062,aquariums,2
5063,weighing,15
5064,water-filled,4
5065,crabs,8
5066,tim,2
5067,hortons,1
5068,sleeve,28
5069,planked,2
5070,ponders,7
5071,situation,14
5072,given,22
5073,answers,9
5074,questions,12
5075,businessmen,22
5076,answer,10
5077,dress-shoes,1
5078,passed,40
5079,role,4
5080,rose,25
5081,netting,12
5082,roofing,5
5083,snowed,5
5084,jar,25
5085,mustard,15
5086,crawl,8
5087,gauge,1
5088,smoked,5
5089,herring,1
5090,earlobes,1
5091,plateau,2
5092,forklift,14
5093,claw,10
5094,sinks,7
5095,romantic,14
5096,pen,80
5097,candid,10
5098,say,33
5099,shocked,11
5100,transparent,7
5101,modifications,1
5102,razer,1
5103,brand,12
5104,sedan,10
5105,racket,175
5106,rim,10
5107,mosaic,8
5108,mirrors,7
5109,amazing,12
5110,reflecting,25
5111,parabola,1
5112,racetrack,128
5113,blooming,7
5114,cherry,39
5115,blossoms,13
5116,towels,20
5117,picnics,2
5118,barely,15
5119,perfom,1
5120,muscular,35
5121,treeless,2
5122,backpacking,7
5123,roofed,4
5124,catchers,3
5125,cucumber,2
5126,sous-chef,1
5127,salad,22
5128,zucchini,1
5129,names,7
5130,shapes,19
5131,list,16
5132,pf,5
5133,concealed,3
5134,hidden,16
5135,treads,10
5136,floors,31
5137,zesting,1
5138,turquoise-and-olive-green,1
5139,recipe,13
5140,grating,9
5141,lemon,10
5142,rinds,1
5143,surround,35
5144,laden,23
5145,genders,2
5146,texas,31
5147,basketball,1042
5148,filthy,2
5149,mops,18
5150,washer,23
5151,dryer,36
5152,mop,62
5153,admires,17
5154,pursing,3
5155,hilly,21
5156,ridden,28
5157,markers,12
5158,steers,12
5159,swampy,13
5160,tricycles,20
5161,slamming,2
5162,sack,50
5163,cab,46
5164,mama,4
5165,mia,2
5166,jomps,1
5167,disc,38
5168,traversing,7
5169,moss-covered,3
5170,plne,1
5171,queen,14
5172,elisabeth,1
5173,ciff,1
5174,plains,6
5175,distant,31
5176,supporting,15
5177,scales,33
5178,bout,9
5179,tee-ball,2
5180,assist,14
5181,flatbed,11
5182,jumpsuits,39
5183,cylinders,5
5184,tank-top,23
5185,coastal,3
5186,gallons,1
5187,frisbeen,1
5188,half-constructed,1
5189,overseeing,6
5190,coiling,2
5191,cable,28
5192,built,54
5193,paint-splattered,2
5194,mill,25
5195,showcasing,3
5196,nautical,2
5197,darker,15
5198,unwrap,2
5199,presents,63
5200,gift,56
5201,spiderman,33
5202,clime,1
5203,lilac,2
5204,lilacs,1
5205,shrub,3
5206,bouncy,25
5207,shores,5
5208,besides,23
5209,caterpillar,3
5210,burbur,1
5211,centipede,4
5212,plush,19
5213,yorkshire,2
5214,toe,28
5215,chevrolet,5
5216,malibu,1
5217,promoting,12
5218,sloping,8
5219,strips,17
5220,gnawing,6
5221,uncut,11
5222,leafy,27
5223,chewing,64
5224,limb,22
5225,farmhouse,1
5226,gated,16
5227,pastures,2
5228,barn,28
5229,downstream,3
5230,russell,4
5231,measured,3
5232,fribee,1
5233,tortillas,4
5234,forming,24
5235,third,205
5236,thie,1
5237,pressure,27
5238,shape,42
5239,sprayer,4
5240,pull-overs,1
5241,outdated,2
5242,hysterically,1
5243,texting,34
5244,joke,12
5245,cherry-picker,4
5246,fixture,13
5247,trashcans,7
5248,cellphones,47
5249,blur,12
5250,sippy,9
5251,sipping,24
5252,decals,11
5253,burners,2
5254,prehistoric,4
5255,grows,3
5256,hartman,3
5257,china,53
5258,newly,35
5259,wedded,3
5260,sunhat,23
5261,lattice,5
5262,trays,21
5263,wide-brimmed,5
5264,fork,22
5265,yo-yo,24
5266,lizard,15
5267,acts,9
5268,jaw,4
5269,imitate,2
5270,jerseys,130
5271,pitchers,13
5272,whispering,9
5273,dslr,3
5274,pondering,4
5275,idea,8
5276,wit,11
5277,patterned,86
5278,poor,56
5279,tobacco,7
5280,stripping,2
5281,firewood,2
5282,canes,12
5283,sundown,9
5284,mature,17
5285,admire,15
5286,images,53
5287,upstairs,10
5288,archaeological,4
5289,pic,3
5290,unpainted,2
5291,long-necked,4
5292,crashing,44
5293,egret,3
5294,kayaker,33
5295,braces,11
5296,kayaks,38
5297,shoeshine,16
5298,shinning,2
5299,fossils,2
5300,bones,8
5301,organizing,13
5302,chat,53
5303,cyclists,138
5304,pausing,5
5305,graffiti-covered,18
5306,bun,13
5307,quintet,6
5308,waterfront,32
5309,leotards,18
5310,create,23
5311,squad,24
5312,bit,19
5313,heaving,1
5314,bloom,8
5315,civilians,12
5316,dads,3
5317,panelling,1
5318,dirt-covered,2
5319,glittery,9
5320,halloween,33
5321,cruiser,5
5322,three-wheeled,13
5323,snarls,2
5324,hula-hoops,10
5325,write,21
5326,magic,16
5327,b,8
5328,..,2
5329,letters,44
5330,word,64
5331,backup,8
5332,co-ed,5
5333,checkers,34
5334,off-screen,11
5335,contemplating,20
5336,nearly,30
5337,mesh,18
5338,enclosed,32
5339,medatative,1
5340,meditational,1
5341,cycle,22
5342,sideburns,6
5343,better,21
5344,desserts,9
5345,uniquely-shaped,2
5346,separating,6
5347,household,8
5348,cleavage,3
5349,barmaid,1
5350,stucco,4
5351,ironing,19
5352,dressmaker,1
5353,canned,16
5354,wii,18
5355,sofas,3
5356,socket,1
5357,wrench,5
5358,overturned,19
5359,emerges,21
5360,dragging,44
5361,maneuvers,13
5362,whitewater,8
5363,jeep,55
5364,hi,9
5365,viz,2
5366,trapped,5
5367,ditch,20
5368,ravine,14
5369,button-down,26
5370,dressing,26
5371,mormons,1
5372,leave,11
5373,yankees,15
5374,yankee,6
5375,warming,24
5376,cultivated,2
5377,plots,1
5378,loads,10
5379,parcel,1
5380,grain,18
5381,conga,6
5382,bongo,15
5383,beats,9
5384,gain,14
5385,pistol,8
5386,squirts,10
5387,freeway,10
5388,portly,7
5389,occurred,4
5390,rollerskating,63
5391,tour,62
5392,guide,29
5393,wore,8
5394,rules,3
5395,archway,31
5396,secure,5
5397,grayish,9
5398,tussling,3
5399,brownish,18
5400,reflects,5
5401,warped,3
5402,downhill,84
5403,wispy,2
5404,rafters,9
5405,stems,4
5406,asparagus,5
5407,leeks,1
5408,greens,13
5409,auditorium,45
5410,breaded,2
5411,shimp,1
5412,diners,16
5413,drapped,3
5414,polka-dot,18
5415,dot,65
5416,white-water,2
5417,swing-toy,1
5418,mickey,21
5419,mouse,50
5420,eatery,14
5421,quilt,16
5422,access,6
5423,surfer,352
5424,surfboarder,9
5425,ashore,4
5426,peddal,1
5427,tudor-style,1
5428,washers,8
5429,alpine,3
5430,future,9
5431,framework,4
5432,bounds,19
5433,underbrush,2
5434,skateboards,101
5435,more,80
5436,longhaired,2
5437,stoplight,17
5438,autumn,60
5439,leaf-covered,6
5440,brook,5
5441,meanders,1
5442,winds,18
5443,gloved,20
5444,snorkel,13
5445,lighter,10
5446,charcoal,13
5447,coals,9
5448,grille,2
5449,rays,10
5450,floored,6
5451,brighly,1
5452,coordinated,2
5453,orchestral,3
5454,further,10
5455,mining,2
5456,flood,10
5457,newspapers,56
5458,delivering,19
5459,spanish-language,3
5460,blindfold,7
5461,pinata,54
5462,blindfolded,20
5463,mopping,24
5464,palace,11
5465,schoolwork,5
5466,library,96
5467,study,16
5468,girders,2
5469,soil,27
5470,excavation,9
5471,brownies,5
5472,unhappy,39
5473,quiet,31
5474,upset-looking,1
5475,handsaw,7
5476,sawing,27
5477,saws,7
5478,custodian,6
5479,janitorial,3
5480,cigarettes,39
5481,suburbs,5
5482,waling,14
5483,suburbia,2
5484,tasks,15
5485,rottwieler,1
5486,dalmation,8
5487,process,44
5488,rice,56
5489,weimaraner,2
5490,clipped,4
5491,tail,47
5492,braiding,9
5493,corkscrew,2
5494,shots,19
5495,partner,27
5496,shin,8
5497,lunging,8
5498,ultimate,22
5499,opens,67
5500,numbered,44
5501,enters,10
5502,fumar,1
5503,instructing,15
5504,script,3
5505,smokes,104
5506,pin,36
5507,dowel,3
5508,drunk,16
5509,contain,5
5510,concentrates,16
5511,earth-moving,1
5512,swamp,4
5513,sailing,47
5514,slushy,2
5515,beater,12
5516,aqua,33
5517,fuchsia,8
5518,welders,9
5519,six-pack,1
5520,message,23
5521,grill-out,1
5522,curiosity,2
5523,tuesday,1
5524,frowning,20
5525,peacefully,9
5526,smirk,3
5527,adventure,11
5528,alcoholic,22
5529,olives,4
5530,divers,30
5531,meet,52
5532,encounter,3
5533,leggings,47
5534,wigs,20
5535,identical,47
5536,crafting,17
5537,techniques,7
5538,cloths,19
5539,when,42
5540,medium,49
5541,cactus,7
5542,challenge,18
5543,live,80
5544,fatigue,4
5545,choppy,16
5546,handlers,3
5547,lambs,8
5548,hoodies,11
5549,break-dance,2
5550,uh,2
5551,15,8
5552,teammate,80
5553,quarterback,43
5554,zone,41
5555,provides,4
5556,pressured,1
5557,possible,18
5558,sacked,2
5559,creme,11
5560,steeply-angled,1
5561,blue-roofed,1
5562,tackling,46
5563,tackles,22
5564,bystanders,46
5565,tackled,53
5566,rallies,2
5567,jenga,34
5568,loose,20
5569,escapes,2
5570,straitjacket,4
5571,chains,25
5572,escaping,3
5573,headed,56
5574,sparsely-populated,1
5575,sprinkled,5
5576,waeribng,1
5577,families,38
5578,nears,8
5579,pep,9
5580,horseback,85
5581,contestant,12
5582,vandalized,5
5583,skipping,21
5584,dots,26
5585,exploring,27
5586,upside-down,33
5587,ferrell,1
5588,fear,3
5589,airlifted,1
5590,danger,4
5591,columns,47
5592,folders,10
5593,grounds,12
5594,gypsy,8
5595,chorus,8
5596,keyboards,13
5597,walkable,1
5598,toes,26
5599,fangs,3
5600,revealed,1
5601,prints,14
5602,intense,38
5603,handstands,7
5604,breakdance,3
5605,bins,17
5606,decorative,57
5607,fringe,6
5608,fringed,1
5609,tableau,1
5610,vibrant,26
5611,lettuce,10
5612,radishes,1
5613,herbs,12
5614,myriad,2
5615,coconut,25
5616,citizens,31
5617,platter,14
5618,dishing,2
5619,blading,1
5620,staking,2
5621,waists,7
5622,pointer,5
5623,mustached,14
5624,casually-dressed,5
5625,risen,1
5626,engagement,2
5627,twirls,12
5628,banquet,17
5629,professionally,15
5630,usa,36
5631,inspiration,3
5632,army,136
5633,fatigues,32
5634,sergeant,3
5635,directed,8
5636,lecture,60
5637,veteran,11
5638,outcrop,3
5639,kite,79
5640,cloud-covered,2
5641,welds,19
5642,sure,22
5643,correctly,2
5644,duct,5
5645,welder,18
5646,workshop,51
5647,foldaway,1
5648,forge,2
5649,conspicuous,1
5650,graying,17
5651,silversmith,1
5652,sculpts,6
5653,limo,16
5654,limousines,1
5655,change,29
5656,legal,2
5657,overs,1
5658,ledger,1
5659,reviewing,16
5660,navigating,12
5661,current,7
5662,wheelie,66
5663,litter,13
5664,expressway,1
5665,bum,3
5666,luciano,1
5667,language,19
5668,supervise,4
5669,erected,4
5670,underside,6
5671,prances,2
5672,lagoon,6
5673,fetching,28
5674,minimal,4
5675,exercising,34
5676,dobbermen,1
5677,preservers,6
5678,rings,49
5679,rims,3
5680,jugging,2
5681,bowing,20
5682,moustache,6
5683,doo-rag,1
5684,sparrow,2
5685,pirates,16
5686,caribbean,1
5687,mark,18
5688,finley,2
5689,introduces,1
5690,two-wheeled,6
5691,invention,3
5692,slip,16
5693,'slide,1
5694,poll,7
5695,wristbands,10
5696,vivid,11
5697,globe,11
5698,aloud,6
5699,europe,22
5700,ever,3
5701,happened,5
5702,handcuffed,4
5703,caricature,22
5704,draw,28
5705,comical,5
5706,weighs,2
5707,spice,1
5708,matter,3
5709,culture,19
5710,signs,282
5711,spending,18
5712,glistening,2
5713,scattered,26
5714,throughout,7
5715,orientation,1
5716,projector,45
5717,all-female,2
5718,taught,12
5719,pause,16
5720,uptop,1
5721,boxy,2
5722,roomful,5
5723,docs,1
5724,mailman,6
5725,deliver,7
5726,postal,13
5727,days,11
5728,cracked,12
5729,curly-haired,40
5730,grasps,11
5731,gymnastic,20
5732,maneuver,27
5733,stirred,1
5734,buzzes,1
5735,zooming,3
5736,evergreen,10
5737,kerchief,5
5738,piping,4
5739,plenty,7
5740,outward,8
5741,builder,2
5742,clay-tiled,1
5743,exciting,11
5744,scraping,6
5745,washboard,1
5746,folk,16
5747,sweats,9
5748,wells,7
5749,fargo,4
5750,loitering,7
5751,ducking,5
5752,architecturally,2
5753,community,41
5754,lava,4
5755,flow,6
5756,most,80
5757,thousands,6
5758,starbuck,4
5759,cells,7
5760,scientist,32
5761,scope,20
5762,biological,1
5763,specimen,11
5764,evaluating,3
5765,specimens,3
5766,wig,62
5767,leads,80
5768,sink,89
5769,potentially,3
5770,chemicals,7
5771,state,33
5772,paleontologist,1
5773,archeologist,2
5774,artifacts,10
5775,scarfs,8
5776,wallets,2
5777,siting,33
5778,dulcimer,2
5779,skydiver,5
5780,safely,10
5781,para,3
5782,gliders,1
5783,parachutes,19
5784,landed,16
5785,skydiving,28
5786,exercises,23
5787,western-style,1
5788,stem,7
5789,tried,9
5790,diameter,1
5791,antarctica,2
5792,earth-like,1
5793,hound,11
5794,trim,36
5795,mansion,7
5796,shaves,29
5797,gropes,2
5798,attentive,13
5799,bared,7
5800,nips,4
5801,vases,7
5802,trinket,1
5803,elbow,27
5804,flute-like,2
5805,historic,18
5806,pullover,10
5807,stooping,7
5808,mossy,15
5809,asks,6
5810,sua,1
5811,honda,4
5812,daredevils,1
5813,sculptors,1
5814,arrange,5
5815,mounting,4
5816,comprised,8
5817,fins,5
5818,wrestlers,51
5819,mainly,15
5820,competitors,23
5821,us,78
5822,force,15
5823,wondering,5
5824,knotted,3
5825,canoeing,18
5826,campsite,27
5827,buried,40
5828,da,3
5829,vinci,2
5830,code,6
5831,alaska,6
5832,planks,14
5833,stretchy,1
5834,charm,1
5835,urns,1
5836,thermos,4
5837,patients,6
5838,wieners,2
5839,patties,6
5840,high-end,1
5841,viewfinder,6
5842,tripod,60
5843,lovely,15
5844,strawberries,11
5845,refreshments,12
5846,bridal,27
5847,concerned,13
5848,gasps,2
5849,directory,3
5850,headphone,5
5851,ipod,25
5852,maps,8
5853,floatation,9
5854,kitchens,1
5855,greeting,18
5856,check-out,4
5857,astronaut,8
5858,spaceman,2
5859,tissue,12
5860,consoled,2
5861,comforting,11
5862,consoles,4
5863,rollerblading,66
5864,rollerblade,7
5865,stages,6
5866,strokes,9
5867,occurring,12
5868,arm-strokes,1
5869,respective,7
5870,portion,15
5871,waiters,5
5872,busboy,1
5873,bearing,21
5874,blackberry,6
5875,roughly,8
5876,fold,11
5877,wicket,3
5878,toilets,11
5879,calves,3
5880,restroom,10
5881,unisex,2
5882,bathrooms,4
5883,ruler,6
5884,farms,3
5885,character,29
5886,measure,5
5887,ethnically,2
5888,tugging,25
5889,happen,7
5890,unwrapping,7
5891,unwraps,9
5892,projecting,4
5893,voice,6
5894,barbecues,6
5895,amplifier,12
5896,valleys,1
5897,vestments,1
5898,address,6
5899,priests,6
5900,prayers,2
5901,rainy,76
5902,scrubbing,10
5903,loofa,1
5904,ostentatiously,1
5905,gourmet,5
5906,plated,3
5907,entree,1
5908,pasta,12
5909,latest,3
5910,feed,17
5911,preteen,8
5912,soap,46
5913,crop,12
5914,listens,68
5915,abdomen,4
5916,exposed,10
5917,billboards,12
5918,cop,35
5919,snowball,49
5920,representative,2
5921,benefactor,1
5922,exit,23
5923,snowbound,1
5924,surroundings,22
5925,sea-horse,1
5926,seahorse,4
5927,3.5,2
5928,ft,3
5929,depth,3
5930,3ft,1
5931,middle-school,1
5932,spilled,6
5933,nesquik,4
5934,mix,23
5935,taxicabs,1
5936,america,35
5937,cabs,7
5938,professed,1
5939,protests,4
5940,reflect,4
5941,pencil,35
5942,dictionary,1
5943,cola,18
5944,copying,4
5945,hitch,5
5946,pans,24
5947,domed,7
5948,passageway,7
5949,cathedral,23
5950,tricycle,55
5951,magicians,2
5952,magician,7
5953,licking,65
5954,whisk,8
5955,pudding,3
5956,liking,2
5957,upturned,10
5958,enlarged,3
5959,feature,8
5960,greet,11
5961,bull,336
5962,struggles,20
5963,postcards,9
5964,paying,40
5965,purchasing,25
5966,squirted,15
5967,shooter,3
5968,midway,5
5969,topped,21
5970,jokes,4
5971,laundromat,49
5972,assortment,20
5973,etc,2
5974,junk,16
5975,deserted,27
5976,elongated,2
5977,shuttered,8
5978,property,8
5979,m,11
5980,ms,1
5981,cideo,1
5982,grownup,4
5983,puzzle,23
5984,unites,1
5985,states,29
5986,volunteer,9
5987,organization,7
5988,volunteers,14
5989,become,4
5990,entangled,4
5991,slipped,1
5992,backside,11
5993,broach,1
5994,pearls,5
5995,antiquated,2
5996,decked,9
5997,razzling,1
5998,pearl,11
5999,sinking,3
6000,toyota,10
6001,afro-american,1
6002,sailboat,54
6003,question,14
6004,deer,39
6005,trailing,12
6006,renaissance-era,1
6007,supermarkets,1
6008,cash,31
6009,coworker,9
6010,vested,3
6011,selection,19
6012,mate,7
6013,passer,4
6014,byes,3
6015,blade,14
6016,sharpened,1
6017,revolving,2
6018,o,9
6019,fastening,5
6020,brown-eyed,1
6021,wrists,9
6022,chained,14
6023,edwards,1
6024,never,5
6025,blue-plaid,1
6026,backdropped,8
6027,cylinder,14
6028,large-brimmed,2
6029,swerves,3
6030,sing,93
6031,vocalist,18
6032,entertainers,12
6033,artistic,21
6034,foil,13
6035,records,21
6036,desires,1
6037,rear,55
6038,choir,103
6039,risers,4
6040,podium,129
6041,sanctuary,3
6042,conducts,8
6043,spotlight,43
6044,semi-circle,11
6045,booklets,4
6046,gender,6
6047,director,9
6048,keep,50
6049,conducted,4
6050,high-visibility,4
6051,flotation,17
6052,fenced-in,12
6053,arrangement,12
6054,wwii,3
6055,rifles,12
6056,drab,5
6057,weapons,14
6058,era,11
6059,restaraunt,4
6060,slow,11
6061,rvs,1
6062,yields,1
6063,focused,41
6064,headbutting,3
6065,bands,13
6066,celtic,5
6067,yet,15
6068,boom,8
6069,interview,11
6070,interviewing,14
6071,chant,1
6072,sarkozy,1
6073,supporters,7
6074,fliers,13
6075,leader,27
6076,comedy,3
6077,scary,19
6078,sliced,3
6079,slice,13
6080,sparkler,12
6081,layered,8
6082,sparkling,12
6083,plugging,12
6084,hooks,8
6085,boost,1
6086,notre,6
6087,dame,7
6088,parc,1
6089,de,28
6090,stationnement,1
6091,dotre,1
6092,studies,19
6093,instructions,18
6094,needed,10
6095,mowed,6
6096,grilled,12
6097,portraying,1
6098,commuting,7
6099,ordering,31
6100,forehead,66
6101,bend,49
6102,mop-pad,1
6103,times,42
6104,aboard,26
6105,conversations,10
6106,blocked,29
6107,cellar,2
6108,angeles,13
6109,whisper,4
6110,comic,12
6111,grooms,4
6112,assists,11
6113,elementary,28
6114,acrobatically,3
6115,cartwheeling,2
6116,snowboards,25
6117,abandoned,27
6118,location,49
6119,adjusted,3
6120,munching,1
6121,hairy,19
6122,sniffs,21
6123,snarly,1
6124,multicoloured,1
6125,ethnic,85
6126,bra,39
6127,occasion,12
6128,bridesmaids,35
6129,bouquets,8
6130,hoop,160
6131,p.i.n.k.,1
6132,colorfully,51
6133,handlebar,6
6134,storefronts,14
6135,fanny,8
6136,rounds,23
6137,scalling,1
6138,nightly,2
6139,stoking,4
6140,campers,13
6141,compound,7
6142,reptiles,1
6143,lizards,3
6144,dominance,2
6145,iguanas,1
6146,wrestled,1
6147,croquet,15
6148,mallet,19
6149,ralley,1
6150,muscle,14
6151,buggies,1
6152,travel,36
6153,leopard,24
6154,ash,5
6155,piles,37
6156,tame,2
6157,problem,14
6158,stairwell,19
6159,humorous,8
6160,intensely,11
6161,amber,6
6162,readying,8
6163,beginning,36
6164,thrill,9
6165,seeking,4
6166,filmed,28
6167,cameramen,14
6168,vista,11
6169,descend,17
6170,repel,4
6171,attired,15
6172,testament,1
6173,christian,13
6174,religious,78
6175,bibles,1
6176,casts,23
6177,buckets,92
6178,donations,20
6179,pan-handling,1
6180,portfolio,6
6181,folder,19
6182,black-bound,1
6183,jacketed,4
6184,rushing,14
6185,beaming,5
6186,because,35
6187,bassist,12
6188,flannels,1
6189,thighs,2
6190,embrace,62
6191,loving,10
6192,raining,22
6193,basset,5
6194,rearview,1
6195,coloring,72
6196,evilly,1
6197,nurse,42
6198,sister,31
6199,videotaped,6
6200,sysco,1
6201,mouthed,6
6202,shouts,8
6203,grace,5
6204,machete,14
6205,unique,34
6206,custom,9
6207,cutoff,18
6208,weaves,16
6209,fibers,1
6210,husk,2
6211,hula,150
6212,hooping,26
6213,earn,3
6214,passer-bys,3
6215,hula-hoop,10
6216,sales,11
6217,tuque,2
6218,turbans,12
6219,ritual,22
6220,double,42
6221,scored,11
6222,puck,117
6223,fully,26
6224,geared,3
6225,fixed,11
6226,scratching,25
6227,streaming,9
6228,leafs,11
6229,streams,9
6230,filtering,3
6231,treetops,2
6232,consult,5
6233,naps,15
6234,carnivals,1
6235,especially,7
6236,peacock,11
6237,participant,16
6238,ignoring,6
6239,reform,3
6240,hosted,6
6241,chief,10
6242,reforms,1
6243,clad,74
6244,camel,64
6245,caravan,7
6246,curves,3
6247,camels,59
6248,limousine,8
6249,harley-davison,1
6250,spiral,14
6251,jumpers,4
6252,pitching,25
6253,resembles,6
6254,dancer,146
6255,scantily-clad,4
6256,observed,13
6257,crime,10
6258,discuss,23
6259,k-9,2
6260,personnel,38
6261,snapping,7
6262,noisy,1
6263,participants,27
6264,cause,22
6265,breast,17
6266,anti,1
6267,hundreds,23
6268,relay,26
6269,port,11
6270,configuring,2
6271,gator,1
6272,counselor,1
6273,congregates,2
6274,thomas,13
6275,locomotive,14
6276,departing,3
6277,ceramic,11
6278,jane,5
6279,superimposed,1
6280,spell,8
6281,workout,36
6282,hurriedly,1
6283,pad,34
6284,whitewash,1
6285,side-by-side,12
6286,p,7
6287,unpaved,9
6288,puzzled,12
6289,trowel,3
6290,tranquil,4
6291,snorkeler,2
6292,holing,12
6293,nothing,16
6294,smacks,1
6295,seed,5
6296,keg,5
6297,awaits,21
6298,ashen,1
6299,poker,18
6300,threads,3
6301,sophisticated,4
6302,spin,24
6303,textiles,5
6304,spun,5
6305,downriver,1
6306,speak,64
6307,shingles,16
6308,hemlock,1
6309,peach-colored,2
6310,wheeled,55
6311,waterskiis,1
6312,water-skiing,4
6313,eyese,1
6314,tickled,2
6315,tye-dyed,5
6316,tye,3
6317,unloading,28
6318,.aa,1
6319,receiving,39
6320,shipping,10
6321,pallet,6
6322,shipyard,3
6323,foggy,29
6324,mist,17
6325,distorted,9
6326,origins,1
6327,matte,1
6328,unpacking,8
6329,limes,4
6330,bagging,7
6331,veg,1
6332,characters,43
6333,superior,5
6334,fedex,5
6335,bluegrass,3
6336,consisted,1
6337,guitarists,21
6338,directing,31
6339,passionately,12
