,word,counts
5062,allot,1
5063,labor,15
5064,supporters,7
5065,speedskater,1
5066,robotic,2
5067,sleds,24
5068,presumably,14
5069,trucks,47
5070,whip,4
5071,keys,18
5072,freeway,10
5073,scared,18
5074,pouch,7
5075,smiled,4
5076,ascending,18
5077,celtic,5
5078,wandering,12
5079,thumbs-up,7
5080,huddle,46
5081,pregnant,19
5082,cover,90
5083,pageant,4
5084,rocking,34
5085,arranged,23
5086,summertime,3
5087,sprayer,4
5088,teeter-taughter,1
5089,occupy,5
5090,lime,45
5091,fixes,31
5092,semi,22
5093,mixer,33
5094,boxers,41
5095,pitchfork,7
5096,demolition,4
5097,obtain,2
5098,jug,18
5099,belts,35
5100,sipping,24
5101,central,20
5102,herding,13
5103,blazer,44
5104,strongly,1
5105,peaking,6
5106,bombs,1
5107,calm,73
5108,zen,1
5109,bases,17
5110,gladiator,9
5111,ballroom-dancing,1
5112,usa,36
5113,authentic,2
5114,cockpit,19
5115,copilot,3
5116,arrangements,6
5117,three-wheeled,13
5118,blindfolded,20
5119,golfer,38
5120,mid-swing,11
5121,steadies,7
5122,climbed,20
5123,mist,17
5124,carol,2
5125,lyrics,2
5126,hilltop,8
5127,tending,39
5128,oxygen,11
5129,workout,36
5130,haiti,8
5131,elegantly,6
5132,designed,23
5133,driven,38
5134,detaining,1
5135,civilian,12
5136,canvas,61
5137,hand-painted,2
5138,bumble,1
5139,bee,16
5140,filosofie,2
5141,apparel,20
5142,final,7
5143,ruined,3
5144,rim,10
5145,whistle,43
5146,panting,6
5147,infant,160
5148,lockers,13
5149,post-it,6
5150,note,28
5151,buff,6
5152,violence,9
5153,playful,14
5154,mark,18
5155,rounding,21
5156,farmer,57
5157,coconuts,16
5158,pedestal,10
5159,policeman,105
5160,provocative,4
5161,ad,31
5162,dried,30
5163,grassland,4
5164,babies,45
5165,crawling,33
5166,barefooted,39
5167,controlling,7
5168,radeo,4
5169,figures,53
5170,compost,2
5171,peaks,16
5172,drifts,4
5173,basement,25
5174,gum,20
5175,bail,3
5176,hey,1
5177,plateau,2
5178,torch,58
5179,backstand,1
5180,manner,9
5181,cloud,42
5182,lassoing,7
5183,relatives,1
5184,middle-age,18
5185,descend,17
5186,colleague,6
5187,circus,24
5188,foosball,9
5189,storefronts,14
5190,aqua,33
5191,hatted,6
5192,tress,4
5193,hate,23
5194,migrant,3
5195,plantation,3
5196,strumming,18
5197,stringed,49
5198,candlelight,5
5199,vigil,6
5200,honor,8
5201,saving,9
5202,marshal,5
5203,mesh,18
5204,outcropping,14
5205,offerings,7
5206,crescent,4
5207,submissive,2
5208,petronas,1
5209,join,19
5210,locks,3
5211,crowds,40
5212,varied,8
5213,long-lensed,1
5214,perched,55
5215,begins,58
5216,lose,4
5217,snowfall,6
5218,mets,7
5219,harly,1
5220,davison,1
5221,mid-game,3
5222,white-uniform,1
5223,ball-in-hand,1
5224,lovely,15
5225,furnished,4
5226,bookshelves,6
5227,dora,5
5228,explorer,7
5229,bunk-bed,1
5230,fantasy,2
5231,mild,1
5232,saris,20
5233,golfers,9
5234,baring,6
5235,strong,16
5236,somone,1
5237,anime,4
5238,cosplay,4
5239,harley,4
5240,owned,3
5241,jacuzzi,4
5242,necks,12
5243,blue-checked,1
5244,shoeshine,16
5245,potatoes,22
5246,wiener,3
5247,netted,9
5248,fireplug,1
5249,closest,9
5250,staying,8
5251,twenty-something,3
5252,fuzzy,27
5253,ironic,1
5254,schoolgirl,13
5255,blue-striped,4
5256,classmates,9
5257,wander,13
5258,cubicle,22
5259,ginobili,3
5260,drumsticks,17
5261,stilts,54
5262,muzzles,23
5263,braiding,9
5264,support,47
5265,batter,68
5266,sophisticated,4
5267,tucked,14
5268,coveralls,27
5269,seafood,27
5270,variety,69
5271,yoked,2
5272,balanced,24
5273,handsaw,7
5274,puppet,32
5275,eight,98
5276,highlighted,3
5277,rummaging,5
5278,bagpipe,21
5279,steam,29
5280,locomotive,14
5281,refilling,3
5282,techno,1
5283,disco,8
5284,shady,21
5285,beige-colored,1
5286,biplane,3
5287,grinning,18
5288,brochures,5
5289,spandex,21
5290,pommel,3
5291,easel,29
5292,bobcat,3
5293,hike,57
5294,tarot,2
5295,brimmed,12
5296,woodland,22
5297,spa,7
5298,archway,31
5299,ninja,12
5300,serious,31
5301,sunlit,9
5302,poverty,13
5303,'re,13
5304,pumpkins,20
5305,attendant,25
5306,serves,38
5307,backseat,36
5308,fielder,3
5309,sledder,3
5310,scaffold,50
5311,daughters,10
5312,go-kart,10
5313,purpose,1
5314,stickers,7
5315,comical,5
5316,huddled,30
5317,platter,14
5318,trails,11
5319,advertises,14
5320,real,18
5321,butcher,34
5322,videotapes,10
5323,successfully,5
5324,available,13
5325,tentatively,5
5326,hunched,33
5327,numerous,64
5328,canoeing,18
5329,sequins,2
5330,spangles,1
5331,shaver,4
5332,shave,26
5333,fez,4
5334,canyon,37
5335,strolls,29
5336,trough,9
5337,whatever,7
5338,crammed,3
5339,retrieve,15
5340,boxing,116
5341,goggle-eyed,1
5342,dip,7
5343,paintbrush,23
5344,undershirt,18
5345,sting,3
5346,wrestles,8
5347,aggressive,7
5348,walkie-talkie,3
5349,plugging,11
5350,cables,20
5351,fold-up,4
5352,discuss,23
5353,topic,10
5354,tandem,8
5355,skydive,7
5356,hoisted,10
5357,snowball,49
5358,brake,5
5359,matrix,2
5360,carried,23
5361,roaming,8
5362,notebook,57
5363,inspired,5
5364,architecture,23
5365,illustrated,3
5366,collard,3
5367,riffling,1
5368,campfire,42
5369,mixes,19
5370,pole-like,2
5371,kennel,5
5372,crumbling,6
5373,card,76
5374,camelbak,1
5375,basks,1
5376,shingle,3
5377,seashore,20
5378,toddlers,62
5379,nuptials,1
5380,celebrated,5
5381,rose,25
5382,pretending,52
5383,signboards,1
5384,raise,40
5385,call,48
5386,camper,15
5387,footballer,15
5388,portsmouth,1
5389,distant,31
5390,sinking,3
5391,faster,2
5392,overtake,3
5393,stamp,2
5394,shining,49
5395,handling,47
5396,stapler,2
5397,yea,1
5398,suckers,2
5399,cant,2
5400,protecting,15
5401,hundreds,23
5402,georgia,2
5403,surroundings,22
5404,agricultural,2
5405,sorting,39
5406,jukebox,3
5407,paramedic,7
5408,contently,6
5409,helmet-wearing,1
5410,roller-blading,3
5411,bookshelf,10
5412,horizontally,12
5413,struggle,18
5414,overall,8
5415,boyfriend,8
5416,nightfall,2
5417,rambunctious,1
5418,spotlights,7
5419,sweeper,6
5420,flexing,12
5421,muscles,10
5422,damaged,18
5423,anterior,1
5424,pushed,41
5425,italian,20
5426,miniskirts,2
5427,boss,11
5428,would,12
5429,stitching,4
5430,sweatpants,27
5431,pavilion,18
5432,friendly,14
5433,our,26
5434,prevention,2
5435,butchering,7
5436,hog,2
5437,forwards,4
5438,cleaner,36
5439,flashing,13
5440,clarinet,30
5441,tophats,1
5442,sad,51
5443,tricycle,54
5444,reluctant,2
5445,capped,4
5446,farmland,6
5447,sow,1
5448,causing,8
5449,gains,3
5450,voting,4
5451,racquets,2
5452,obama,21
5453,forks,4
5454,knifes,2
5455,claus,34
5456,strung,6
5457,natural,40
5458,ditch,20
5459,jamming,12
5460,die,4
5461,according,4
5462,rappels,5
5463,boulder,37
5464,belays,3
5465,high-powered,2
5466,bacteria,1
5467,vial,4
5468,little-league,2
5469,hairdo,8
5470,sew,4
5471,flood,10
5472,yellowed,4
5473,clenches,3
5474,grits,2
5475,amc,2
5476,brown-skinned,10
5477,spanish-language,3
5478,rails,32
5479,delivery,24
5480,pigtails,65
5481,bottomed,1
5482,sofas,3
5483,produces,2
5484,peloton,2
5485,shock,2
5486,toe-touch,2
5487,midriff,7
5488,eluding,1
5489,defenders,15
5490,bile,1
5491,woven,29
5492,spiderman,33
5493,heritage,5
5494,compete,99
5495,pirates,16
5496,jackhammer,13
5497,wieners,2
5498,wow,6
5499,found,22
5500,serve,56
5501,melons,10
5502,vacation,18
5503,companion,30
5504,boja,2
5505,tajdaw,1
5506,contracption,1
5507,hundred,2
5508,digs,43
5509,reclines,19
5510,bridesmaid,12
5511,22,6
5512,receives,23
5513,pitchers,13
5514,pie,24
5515,cranberries,1
5516,capacity,1
5517,four-wheeler,15
5518,cause,22
5519,steeplechase,3
5520,waterskier,16
5521,peppers,12
5522,anchored,5
5523,monopoly,36
5524,exciting,11
5525,enthusiastic,16
5526,lidded,1
5527,highchair,47
5528,directions,88
5529,reds,4
5530,greens,13
5531,golds,1
5532,rounds,23
5533,temporary,15
5534,barriers,18
5535,distressed,6
5536,colonial-era,1
5537,unkempt,5
5538,chain-linked,4
5539,taps,3
5540,tilling,3
5541,tiller,2
5542,flutist,2
5543,carousel,31
5544,dolphin,24
5545,reminds,1
5546,dolphins,12
5547,forefront,15
5548,tune,9
5549,manufacture,1
5550,latex,15
5551,ties,35
5552,restrain,3
5553,waterside,14
5554,barely,15
5555,stencil,7
5556,damp,6
5557,concession,20
5558,ornament,13
5559,snap,20
5560,vietnamese,10
5561,thoughtful,3
5562,share,73
5563,rainstorm,12
5564,hedge,12
5565,attacks,5
5566,cash,31
5567,asparagus,5
5568,four-legged,1
5569,commuting,7
5570,one-man,4
5571,grasps,11
5572,collapsed,4
5573,campsite,27
5574,judo,6
5575,browsing,42
5576,bazaar,14
5577,slowly,18
5578,rode,10
5579,blows,102
5580,corral,8
5581,boulders,15
5582,spend,8
5583,non-grassy,1
5584,toggles,1
5585,chopping,48
5586,breaking,31
5587,barrels,23
5588,yells,11
5589,advertisements,43
5590,explore,8
5591,basic,1
5592,snorkel,13
5593,techniques,7
5594,coloful,1
5595,mary-go-round,1
5596,well-lit,11
5597,poorly-lit,2
5598,menu,46
5599,faced,14
5600,indoors,106
5601,remote,22
5602,entertain,24
5603,wintry,10
5604,shrubbery,16
5605,caviler,1
5606,blue-painted,3
5607,arch,34
5608,ducking,5
5609,dslr,3
5610,odd,54
5611,aids,10
5612,builds,12
5613,combining,1
5614,resulting,1
5615,copies,6
5616,cuffed,2
5617,landscaping,10
5618,upcoming,10
5619,season,13
5620,farmosa,1
5621,menus,13
5622,lumberyard,2
5623,briskly,7
5624,tracksuit,27
5625,isle,17
5626,frisbee-golf,1
5627,op,2
5628,r2-d2,1
5629,puppets,5
5630,pre-teen,6
5631,mp3,15
5632,orchestral,3
5633,4-wheeler,6
5634,warehouse,48
5635,kitchenaid,16
5636,ipods,3
5637,society,3
5638,mart,5
5639,consume,1
5640,id,11
5641,noticeably,1
5642,shocked,11
5643,miniature,47
5644,shouting,17
5645,fires,15
5646,article,11
5647,rec,1
5648,community,41
5649,beggar,3
5650,collection,31
5651,tidal,3
5652,overflow,3
5653,mambo,4
5654,earthen,1
5655,pickaxe,2
5656,dished,2
5657,directly,38
5658,almost,59
5659,fort,16
5660,development,4
5661,businessmen,22
5662,goose,13
5663,flaps,10
5664,ram,5
5665,reaction,6
5666,bells,7
5667,proud,15
5668,motions,10
5669,drags,15
5670,bartender,38
5671,flutes,10
5672,%,12
5673,accident,34
5674,grazes,3
5675,may,33
5676,dunking,20
5677,clenched,7
5678,fist,34
5679,whistles,2
5680,megaphones,1
5681,powder,20
5682,injury,4
5683,brief,4
5684,fork,22
5685,shorter,10
5686,eiffel,10
5687,fluglehorn,1
5688,apparatus,20
5689,topics,2
5690,fake,70
5691,marbles,5
5692,plowing,11
5693,bottled,18
5694,firefighter,69
5695,linger,2
5696,somewhere,47
5697,fumbles,3
5698,docked,21
5699,corrugated,7
5700,rimmed,17
5701,meandering,5
5702,grandparents,7
5703,los,12
5704,angeles,13
5705,lakers,6
5706,banners,32
5707,confetti,25
5708,pops,11
5709,sands,10
5710,scottish,33
5711,zips,6
5712,spot,43
5713,mine,9
5714,giants,8
5715,unfolds,4
5716,crutches,21
5717,matt,4
5718,sox,8
5719,commercial,37
5720,gorilla,13
5721,all-blue,1
5722,prepared,39
5723,shadowy,10
5724,upward,43
5725,frames,19
5726,jugging,2
5727,predicting,1
5728,future,9
5729,half-pipe,9
5730,oakland,3
5731,athletics,3
5732,orioles,4
5733,walkie,8
5734,talkie,8
5735,light-haired,6
5736,highlighter-hued,1
5737,passion,5
5738,messenger,22
5739,barren,28
5740,terrain,83
5741,practitioners,2
5742,dug,11
5743,sungalsses,6
5744,killer,4
5745,return,17
5746,shopkeeper,3
5747,patron,8
5748,gran-daughter,1
5749,gifts,26
5750,process,44
5751,assembled,20
5752,towing,12
5753,stuff,35
5754,returning,14
5755,spree,1
5756,combing,9
5757,burgers,18
5758,brightly-colored,15
5759,sifting,8
5760,sundress,33
5761,favorite,24
5762,four-wheeled,4
5763,retrieves,17
5764,tying,37
5765,sweeps,61
5766,damage,5
5767,disinterestedly,2
5768,smoothies,5
5769,towed,22
5770,welds,19
5771,poolside,7
5772,industry,3
5773,surveying,10
5774,bandanas,1
5775,marked,44
5776,contains,23
5777,sons,14
5778,freedom,7
5779,untouched,2
5780,removing,25
5781,weed,6
5782,storm,22
5783,hooters,1
5784,smokey,10
5785,face-paint,4
5786,wand,21
5787,sprint,9
5788,folds,7
5789,nips,4
5790,foal,2
5791,padded,25
5792,invited,1
5793,parrot,8
5794,gaseous,2
5795,acrobats,7
5796,tightrope,22
5797,flocking,2
5798,sewer,9
5799,two-wheeled,6
5800,push,72
5801,events,6
5802,unfolding,3
5803,trashcans,7
5804,guarding,20
5805,sunbathers,9
5806,skimpy,19
5807,wheelbarrows,6
5808,candied,2
5809,apples,37
5810,named,34
5811,cindy,2
5812,drawings,18
5813,perches,8
5814,starlet,1
5815,hobo,3
5816,taller,15
5817,greeting,18
5818,microphones,95
5819,medal,11
5820,heineken,7
5821,rolls,57
5822,bongo,15
5823,guides,17
5824,grouped,12
5825,twirling,38
5826,festive,43
5827,green-glow,1
5828,walkers,18
5829,harnessed,17
5830,cable,28
5831,festooned,2
5832,ducts,2
5833,squirting,16
5834,lunge,3
5835,high-heeled,5
5836,jubilant,3
5837,fabulously,1
5838,given,22
5839,stethoscope,16
5840,observed,13
5841,uphill,33
5842,calling,14
5843,timeout,4
5844,sea-faring,1
5845,roughhousing,3
5846,focuses,19
5847,informally,3
5848,rehearsing,18
5849,acrobatic,29
5850,feats,4
5851,dorm,13
5852,upright,26
5853,passersby,51
5854,pretzel,5
5855,majestic,4
5856,pride,24
5857,soars,19
5858,retriever,48
5859,rusted,7
5860,hung,25
5861,hillside,82
5862,beaker,17
5863,jewish,31
5864,wildflowers,11
5865,soaked,19
5866,salon,33
5867,pink-like,1
5868,women`,1
5869,polish,30
5870,regrets,5
5871,masses,3
5872,milk,49
5873,crate,40
5874,embroidering,2
5875,meets,8
5876,green-bodied,1
5877,volunteer,9
5878,pantry,2
5879,bic,1
5880,girt,2
5881,lounging,54
5882,mcdonalds,18
5883,vagabond,1
5884,wrangle,7
5885,trike,4
5886,polotie,1
5887,lanai,1
5888,client,6
5889,jams,4
5890,mates,9
5891,streaming,9
5892,aiming,35
5893,palestinian,6
5894,uno,5
5895,daycare,8
5896,spin,24
5897,tablecloths,6
5898,pastry,18
5899,mccain,4
5900,d,2
5901,bin,54
5902,tunes,10
5903,twisting,13
5904,encounters,2
5905,redbull,4
5906,machu,1
5907,picchu,1
5908,vintage,33
5909,paraglider,4
5910,water-skiing,4
5911,navigate,11
5912,stationary,16
5913,fishnet,8
5914,stockings,25
5915,smashing,4
5916,elevator,34
5917,vatican,1
5918,chinese-american,1
5919,cultural,25
5920,mammal,1
5921,rump,1
5922,arm-in-arm,4
5923,tame,2
5924,direct,13
5925,wrestler,56
5926,triangle,7
5927,healthy,8
5928,sweatshirts,29
5929,segway,18
5930,streetlight,12
5931,distinct,2
5932,ref,16
5933,fetching,28
5934,bounces,16
5935,bustier,2
5936,laced,3
5937,fitted,9
5938,interested,21
5939,mechanic,19
5940,decked,9
5941,week,2
5942,fencers,16
5943,eyed,19
5944,windsurfs,7
5945,tap,16
5946,allow,5
5947,snowcapped,23
5948,freaks,1
5949,outcome,1
5950,announced,1
5951,headline,4
5952,countryside,33
5953,cuffs,6
5954,plum-colored,3
5955,concentric,3
5956,circles,18
5957,flowing,38
5958,hazard,10
5959,shells,11
5960,vases,7
5961,interviewed,15
5962,recreate,2
5963,helped,25
5964,braid,10
5965,trinkets,10
5966,laid,37
5967,bookcase,7
5968,dna,1
5969,sweatsuit,11
5970,altar,6
5971,clean-shaven,1
5972,crown,51
5973,armenian,6
5974,genocide,6
5975,booties,1
5976,hurt,10
5977,4th,6
5978,woodworking,17
5979,fleece,25
5980,punk,22
5981,pouts,2
5982,speedboat,9
5983,piles,37
5984,icicle,4
5985,cycler,1
5986,celebrates,26
5987,white-haired,44
5988,packing,12
5989,served,32
5990,buffalo,8
5991,bonfire,16
5992,tons,6
5993,surgeon,17
5994,sausages,27
5995,cashier,24
5996,studded,10
5997,tee-shirt,26
5998,parallel,28
5999,winner,14
6000,medals,15
6001,wildlife,3
6002,unexpected,1
6003,controller,8
6004,swap,5
6005,grilled,12
6006,meats,19
6007,sweats,9
6008,pamphlet,12
6009,ceramics,1
6010,experts,5
6011,distorted,9
6012,cracked,12
6013,slough,2
6014,calmly,9
6015,receive,17
6016,ziplock,2
6017,directing,31
6018,torchlight,1
6019,flushed,1
6020,ashore,4
6021,brad,1
6022,ripples,4
6023,schoolgirls,18
6024,18,1
6025,shaves,29
6026,bra,39
6027,prance,1
6028,gift,56
6029,grapes,8
6030,citrus,3
6031,humping,3
6032,tee-shirts,2
6033,foe,1
6034,facefirst,1
6035,floury,2
6036,retaining,7
6037,inspect,30
6038,vigorous,1
6039,joyfully,11
6040,vaulter,7
6041,red-carpeted,1
6042,bulldog,10
6043,earth,28
6044,digger,6
6045,graveyard,6
6046,grave,4
6047,corp,3
6048,lewis,2
6049,54,1
6050,chested,15
6051,fierce,8
6052,eggs,59
6053,cloths,19
6054,pumping,10
6055,powers,1
6056,escalators,13
6057,dome,12
6058,crashed,8
6059,syringe,7
6060,flights,6
6061,premier,2
6062,inflating,5
6063,soil,27
6064,peak,32
6065,lollipop,17
6066,technician,22
6067,console,8
6068,allowing,5
6069,beyond,21
6070,thinning,3
6071,afar,5
6072,schizophrenic,1
6073,despite,8
6074,naval,5
6075,donkeys,22
6076,grate,10
6077,coniferous,1
6078,grandchild,7
6079,hue,4
6080,expensive,13
6081,masked,21
6082,protester,21
6083,cellar,2
6084,comic,12
6085,paddlers,5
6086,propel,2
6087,tree-filled,1
6088,eagle,19
6089,hairnet,19
6090,laundromat,49
6091,armadillo,3
6092,assignments,1
6093,invisible,5
6094,applies,33
6095,launching,11
6096,scooped,1
6097,steph,1
6098,fanny,8
6099,unhappy,39
6100,haired,20
6101,chicago,17
6102,gilded,1
6103,identically,8
6104,too-large,1
6105,seeing,16
6106,happened,5
6107,nintendo,15
6108,ds,7
6109,pastoral,2
6110,shiny,50
6111,jolly,2
6112,elf,5
6113,rebuilding,3
6114,repelling,12
6115,pilots,5
6116,harvesting,31
6117,stomach,55
6118,tradition,4
6119,dribbles,32
6120,bluff,7
6121,africans,20
6122,cries,34
6123,streams,9
6124,tears,6
6125,skyscraper,14
6126,charmers,1
6127,rears,5
6128,fore-ground,3
6129,wakeboarder,21
6130,crib,27
6131,mad,9
6132,missing,43
6133,puddles,14
6134,medium-sized,7
6135,crops,38
6136,fairground,8
6137,heavily-laden,1
6138,tiara,13
6139,forty,2
6140,returns,12
6141,collectively,1
6142,one-handed,5
6143,yellow-clad,1
6144,viewable,1
6145,labrador,11
6146,nubby,1
6147,chipper,6
6148,coca,18
6149,cola,18
6150,package,34
6151,steve,4
6152,nash,1
6153,mountain-dew,1
6154,horned,10
6155,hopping,23
6156,butterfly,57
6157,unload,10
6158,wise,1
6159,owl,9
6160,silence,2
6161,propped,34
6162,wells,7
6163,grayish,9
6164,senior,38
6165,citizens,31
6166,punk-style,1
6167,equpitment,1
6168,attired,15
6169,leisurely,8
6170,shortly,5
6171,o'clock,3
6172,cafeteria,33
6173,blacksmithing,1
6174,lighthouse,15
6175,goatees,2
6176,razors,3
6177,alarmedly,1
6178,crossfit,1
6179,flexes,2
6180,biceps,2
6181,easter,23
6182,egg,46
6183,hunt,6
6184,staff,43
6185,challenging,9
6186,accordions,4
6187,thai,9
6188,unison,25
6189,archways,4
6190,bibs,6
6191,fax,1
6192,wilderness,36
6193,ornately,8
6194,low-riding,1
6195,earbud,2
6196,representing,8
6197,colonial,9
6198,bell,18
6199,sole,7
6200,boater,2
6201,stained,21
6202,eagerly,16
6203,chance,2
6204,tissue,12
6205,consoled,2
6206,all-women,1
6207,scythe,5
6208,treating,6
6209,grim,6
6210,reaper,2
6211,plank,32
6212,inflated,31
6213,innertubes,7
6214,in-front,2
6215,drayton,3
6216,manor,3
6217,theme,22
6218,accelerating,1
6219,marsh,18
6220,visitors,17
6221,organized,20
6222,nike,34
6223,everyday,3
6224,yorkers,3
6225,rack,59
6226,dye,15
6227,unwrap,2
6228,eaten,4
6229,typing,27
6230,parasails,9
6231,intertwined,2
6232,travel,36
6233,bleecker,2
6234,delicious,9
6235,cartload,1
6236,graffited,9
6237,clam,3
6238,pressed,10
6239,sunflower,6
6240,light-blue,4
6241,kit,17
6242,learns,10
6243,carousal,2
6244,zip-line,3
6245,buddy,2
6246,depicted,6
6247,anxiously,6
6248,satchel,14
6249,plenty,7
6250,plumber,1
6251,crack,12
6252,pounds,2
6253,flower-bed,1
6254,witness,3
6255,decoration,16
6256,speculators,1
6257,provide,5
6258,electronics,23
6259,patiently,28
6260,bun,13
6261,aid,21
6262,shelter,30
6263,trimmed,16
6264,tired-looking,2
6265,trestle,1
6266,rectangular,12
6267,peace-sign,3
6268,pepsi,8
6269,vinyl,5
6270,swiss,3
6271,determined,18
6272,stretch,34
6273,texas,31
6274,golden-yellow,1
6275,gluing,2
6276,looms,10
6277,alcohol,36
6278,sledders,1
6279,arrive,16
6280,fare,6
6281,camerawoman,1
6282,dunce,1
6283,wizards,2
6284,skydivers,9
6285,seahawks,3
6286,flippers,9
6287,architects,3
6288,engineers,5
6289,9-11,4
6290,flea,25
6291,vicinity,1
6292,costs,2
6293,2.52,2
6294,nine-tenths,1
6295,capital,3
6296,lightsaber,3
6297,clustered,7
6298,lighted,40
6299,kiddie,24
6300,mopeds,9
6301,plastered,3
6302,canopies,3
6303,surounded,1
6304,map,102
6305,uniquely,4
6306,snapshot,3
6307,parades,5
6308,viewing,67
6309,onward,9
6310,eyelashes,5
6311,bends,72
6312,footballs,2
6313,coaching,5
6314,wringing,4
6315,napping,29
6316,descent,60
6317,white-walled,4
6318,panhandle,1
6319,obese,10
6320,average-sized,1
6321,far,67
6322,collecting,31
6323,cedar,4
6324,equestrian,26
6325,gasps,2
6326,rusty,24
6327,explains,11
6328,vine-covered,1
6329,cityscape,30
6330,bowel,2
6331,pedalling,1
6332,peanut,10
6333,arabic,20
6334,instructing,15
6335,list,16
6336,17,6
6337,53,5
6338,seconds,5
6339,curing,2
6340,hoeing,1
6341,guards,45
6342,quaint,8
6343,parasols,4
6344,cylinders,5
6345,waste,5
6346,cool-weather,1
6347,learn,14
6348,dribbling,25
6349,paddock,2
6350,muffin,4
6351,usps,2
6352,tighten,1
6353,strand,6
6354,gloved,20
6355,shingled,2
6356,abarrotes,1
6357,crocs,14
6358,diner,31
6359,handset,1
6360,bali,1
6361,eyebrows,10
6362,carryout,1
6363,worm,2
6364,cradles,9
6365,blackwater,1
6366,cypress,1
6367,swamp,4
6368,worshipers,4
6369,services,10
6370,warrior,14
6371,armored,4
6372,reeds,11
6373,gulls,1
6374,concentrates,16
6375,mosaic,8
6376,mirrors,7
6377,wrong,13
6378,victoria,3
6379,l.,3
6380,leak,5
6381,folders,10
6382,incredible,7
6383,hulk,5
6384,balconies,15
6385,skydiver,5
6386,poppies,1
6387,adidas,14
6388,origin,6
6389,delicacies,2
6390,scoring,16
6391,fetched,1
6392,tracker,2
6393,illusion,1
6394,head-to-toe,1
6395,elevates,1
6396,nothing,16
6397,vertical,28
6398,poking,20
6399,graffiti-heavy,1
6400,scalling,1
6401,spits,6
6402,pursues,3
6403,adversary,1
6404,projection,13
6405,whack,2
6406,em,2
6407,blues,9
6408,hexagonal,1
6409,panels,11
6410,offset,1
6411,shrine,14
6412,slicing,28
6413,tomatoes,30
6414,ba,1
6415,tangles,1
6416,steal,16
6417,hailing,7
6418,chaperone,2
6419,graffiti-covered,18
6420,roman,15
6421,numeral,3
6422,carpentry,10
6423,realty,3
6424,backpackers,14
6425,treks,11
6426,shoegasm,3
6427,aerial,50
6428,exits,21
6429,drips,3
6430,roundabout,2
6431,waking,11
6432,burrito,8
6433,corona,6
6434,extra,7
6435,crossword,4
6436,slush,4
6437,silohuetted,1
6438,lottery,11
6439,tickets,22
6440,fayre,1
6441,campground,9
6442,beginning,36
6443,congregate,22
6444,troubled,2
6445,ox,13
6446,poverty-stricken,1
6447,restricted,2
6448,munches,2
6449,peeling,13
6450,lemon,10
6451,mushroom,11
6452,civilians,12
6453,completing,36
6454,swanky,3
6455,hipster,7
6456,troubles,1
6457,created,11
6458,inner,9
6459,exhibition,22
6460,mid-dance,1
6461,singers,29
6462,trots,13
6463,asking,39
6464,handrail,55
6465,spending,18
6466,marlboro,2
6467,ponies,2
6468,laps,15
6469,decided,8
6470,received,8
6471,shots,19
6472,batiment,1
6473,inhabitable,2
6474,licked,6
6475,trophies,8
6476,pueblo,1
6477,crocks,4
6478,drain,13
6479,granite,11
6480,silhouetted,31
6481,unwrapped,3
6482,awkwardly,12
6483,movement,10
6484,roadside,32
6485,nearing,5
6486,banks,16
6487,airliner,2
6488,razor,38
6489,upstairs,10
6490,downstairs,3
6491,om,2
6492,instructions,18
6493,dolly,13
6494,1950s,2
6495,notepad,8
6496,zip-up,5
6497,mock,9
6498,attentively,16
6499,any,18
6500,index,19
6501,comforter,10
6502,crumpled,2
6503,executing,5
6504,dealership,5
6505,graceful,4
6506,sparkasse,2
6507,baggy,28
6508,eave,1
6509,gaining,3
6510,tackling,46
6511,shores,5
6512,crabs,8
6513,rods,8
6514,fronted,1
6515,grille,2
6516,2014,1
6517,wit,11
6518,banjo,48
6519,ukrainian,3
6520,ducked,1
6521,thumb,33
6522,exhaustion,4
6523,hsirt,1
6524,"37,000",2
6525,poetry,1
6526,major,27
6527,phrase,5
6528,projected,17
6529,heather,1
6530,unitard,3
6531,viewed,22
6532,tumbling,10
6533,rooster,19
6534,63,5
6535,salesman,8
6536,seaweed,19
6537,watermelons,30
6538,triathletes,1
6539,triathlon,6
6540,bracelet,33
6541,glares,3
6542,directory,3
6543,hutch,2
6544,cabinet,22
6545,baked,30
6546,exploring,27
6547,seaside,11
6548,playy,1
6549,mint,5
6550,downward,23
6551,posts,17
6552,lite,4
6553,homes,14
6554,solar,9
6555,sorvette,1
6556,e,4
6557,gelados,2
6558,overgrown,10
6559,sunshade,6
6560,bins,17
6561,overcast,22
6562,crook,3
6563,embroidered,8
6564,flow,6
6565,rollerbladers,7
6566,bracing,4
6567,shark,10
6568,diverse,16
6569,vine,13
6570,snowshoeing,6
6571,waiter,37
6572,23,7
6573,vacationing,3
6574,clearly,9
6575,faking,1
6576,blender,3
6577,suites,5
6578,cocks,2
6579,cathcer,1
6580,continues,7
6581,boating,15
6582,please,5
6583,selection,19
6584,loaves,6
6585,showy,1
6586,expressionless,1
6587,tailgating,4
6588,obedience,3
6589,green-patterned,1
6590,gorgeous,9
6591,accepts,7
6592,spain,9
6593,water-wear,1
6594,skipped,1
6595,seller,6
6596,ape,1
6597,soapy,11
6598,assembly,16
6599,parasailors,2
6600,pushers,3
6601,popsicle,20
6602,swung,10
6603,paler,1
6604,inn,5
6605,guiding,25
6606,afro,15
6607,jungle-gym,4
6608,experiences,4
6609,calming,2
6610,mulling,2
6611,notice,8
6612,droplets,8
6613,hops,8
6614,stances,3
6615,hard-wood,1
6616,twig,4
